state,cd_2020,cd_2010,pop,vap,pop_overlap,vap_overlap
CA,30,33,50618,43256,0.06619500967725062,0.0660208459569558
CA,30,34,14325,12150,0.018733326358738294,0.01854432398689229
CA,30,37,13778,11976,0.018017994455196945,0.01827875095201828
CA,31,27,32433,26079,0.04287827688369996,0.04376963667123177
CA,31,32,703204,553926,0.9296758183863765,0.9296805768146298
CA,31,38,20760,15819,0.027445904729923573,0.026549786514138404
CA,32,28,6568,5637,0.008571570262602218,0.008995853959803518
CA,32,29,30803,25035,0.040199463885343505,0.03995231575016517
CA,32,30,598095,486549,0.7805440493622219,0.7764633223857446
CA,32,33,110601,91001,0.14433986641505298,0.14522471282527585
CA,32,37,20187,18400,0.026345050074779382,0.029363795079010952
CA,33,8,49280,35685,0.06657929935014929,0.06591086656581945
CA,33,31,561060,410971,0.7580150505964846,0.7590711711761631
CA,33,35,129830,94757,0.1754056500533661,0.17501796225801744
CA,34,28,4149,3359,0.005513569973435463,0.005534447362610928
CA,34,34,651452,531380,0.8657088904156374,0.8755268352319723
CA,34,37,3721,3098,0.004944804500157473,0.00510441141094631
CA,34,40,93185,69089,0.12383273511076974,0.11383430599447049
CA,35,27,5531,4471,0.007090307520135781,0.007609992561917358
CA,35,31,85640,66353,0.10978375267120381,0.11293800860230427
CA,35,35,607702,457357,0.7790262268308723,0.7784574744220167
CA,35,39,24864,19365,0.03187369484372737,0.032960748369834404
CA,35,42,56342,39971,0.07222601813406078,0.06803377604392724
CA,36,33,488869,407574,0.6395937425998537,0.6368871172143943
CA,36,37,169884,144359,0.22226147161680032,0.22557961831214146
CA,36,43,105590,88014,0.13814478578334596,0.1375332644734642
CA,37,34,38212,33380,0.05111159561220354,0.05703769648358671
CA,37,37,521603,418405,0.6976855858398462,0.7149447991975764
CA,37,40,155668,109935,0.20821835721136034,0.18785018462921224
CA,37,43,32136,23507,0.042984461336589896,0.04016731968962471
CA,38,35,5098,4268,0.006718254993226397,0.007091232325917557
CA,38,38,488444,383587,0.6436820992372448,0.637325336036021
CA,38,39,255821,206776,0.33712646344099056,0.34355591739079866
CA,38,40,9465,7239,0.01247318232853822,0.012027514247262698
CA,39,41,738357,547203,0.979119563242687,0.9789225113375135
CA,39,42,15746,11782,0.020880436757312992,0.02107748866248647
CA,40,39,146574,114872,0.18990894155571564,0.18758164811621467
CA,40,42,11108,8733,0.014392105849611045,0.014260659978052986
CA,40,45,509785,405722,0.6605041124004292,0.6625287401369075
CA,40,46,42357,34555,0.054879944857037725,0.05642701311595339
CA,40,48,55180,43191,0.07149409441677507,0.07052927574854993
CA,40,49,6808,5311,0.0088208009204314,0.008672662904321471
CA,41,36,178414,154196,0.2423464467246405,0.2684512814441731
CA,41,41,16771,13074,0.022780680092475625,0.022761498700362644
CA,41,42,541009,407121,0.7348728731828839,0.7087872198554643
CA,42,38,70606,55108,0.0924024425674703,0.09304665840455745
CA,42,40,369385,276323,0.48341608712836043,0.46655534206145255
CA,42,44,35908,26253,0.04699298795729433,0.044326666238928045
CA,42,47,288215,234578,0.37718848234687496,0.396071333295062
CA,43,37,3310,2891,0.00439850158598539,0.005090864267098683
CA,43,43,541805,416920,0.7199788978232068,0.734169190674086
CA,43,44,207414,148069,0.2756226005908078,0.26073994505881526
CA,44,33,27225,21347,0.035869943293209944,0.03641894324158792
CA,44,38,36800,28600,0.04848535952948121,0.04879288783948164
CA,44,40,53733,39775,0.07079521259776124,0.06785794104249587
CA,44,43,45847,37012,0.060405116259459914,0.06314413862639491
CA,44,44,468838,359799,0.617711385627253,0.6138332955160019
CA,44,47,126549,99618,0.1667329826928347,0.16995279373403782
CA,45,38,94228,76085,0.12397850099008598,0.12578569562787867
CA,45,39,233028,184005,0.3066016696599499,0.3042018390485354
CA,45,46,47520,37308,0.06252343642069115,0.06167855336117366
CA,45,47,259121,204275,0.340932983349451,0.33771272884780074
CA,45,48,126138,103205,0.16596340957982197,0.17062118311461155
CA,46,39,74399,58036,0.10009417589366196,0.10198591007259353
CA,46,46,590008,449773,0.7937790095386726,0.7903802593404199
CA,46,47,44389,34379,0.05971962491086924,0.06041377080408183
CA,46,48,34494,26871,0.04640718965679613,0.047220059782904764
CA,47,45,306031,240422,0.403676779988102,0.3910445333593572
CA,47,48,452078,374398,0.596323220011898,0.6089554666406428
CA,48,36,2927,2413,0.0037450643710927605,0.004032264802656315
CA,48,42,183281,135635,0.2345060276727886,0.22665405574317832
CA,48,50,510243,393393,0.6528503176971244,0.6573828211816725
CA,48,51,15160,12282,0.019397053592677228,0.020523943765530402
CA,48,52,49803,38373,0.06372239182560052,0.06412353803246199
CA,48,53,20148,16327,0.02577914484071641,0.02728337647450048
CA,49,48,65091,53281,0.08585662730697395,0.08887054133620223
CA,49,49,683380,538035,0.9013950003693268,0.8974205008881884
CA,49,50,9665,8219,0.012748372323699178,0.01370895777560943
CA,50,49,66611,53382,0.08928980749562003,0.08761316413148376
CA,50,50,179011,135705,0.2399582310669174,0.2227257210007681
CA,50,52,394498,325571,0.528811314608805,0.5343431392501461
CA,50,53,105889,94634,0.14194064682865756,0.15531797561760208
CA,51,50,51559,38893,0.0687177546078174,0.06471327193617357
CA,51,52,307950,248601,0.4104352786415052,0.4136421493997554
CA,51,53,390792,313511,0.5208469667506774,0.521644578664071
CA,52,51,512204,391361,0.6696133607870053,0.670918756567996
CA,52,53,252721,191960,0.3303866392129947,0.329081243432004
CO,1,1,720658,585470,1,1
CO,2,2,542694,446374,0.7547375008692024,0.765739400135865
CO,2,3,57555,44756,0.08004311244002503,0.0767773942758332
CO,2,4,118801,91802,0.16521938669077255,0.1574832055883019
CO,3,3,688562,542280,0.9539419817208755,0.9536404275449228
CO,3,4,33245,26362,0.04605801827912447,0.046359572455077186
CO,4,2,107737,84945,0.1498732705111191,0.15687704880188375
CO,4,4,467385,351364,0.6501807042876578,0.64890161133939706
CO,4,5,8265,6404,0.011497466801325443,0.011826954153007987
CO,4,6,135467,98762,0.1884485583998976,0.18239438570571126
CO,5,5,722130,552307,1,1
CO,6,1,108835,86804,0.1500071671545845,0.15596745676953816
CO,6,2,854,699,0.0011770673106079401,0.0012559473328637755
CO,6,4,89,43,1.2266860731160033e-4,7.72614239100749e-5
CO,6,6,615754,469006,0.848693096927496,0.8426993344736879
CO,7,1,11263,8599,0.01563499918791845,0.014743754607959124
CO,7,2,160128,126541,0.22228546124149917,0.21696586252421857
CO,7,3,12140,9880,0.016852427429754947,0.016940143682595204
CO,7,5,102038,85878,0.14164645717276236,0.1472455120621367
CO,7,7,434802,352332,0.603580654968065,0.6041047271230904
CO,8,2,17600,13576,0.02426541957116386,0.025188879488207094
CO,8,4,251039,185320,0.3461117422571252,0.34384230603672206
CO,8,6,84324,61673,0.11625893408629666,0.1144279437740274
CO,8,7,372349,278399,0.5133639040854143,0.5165408707010435
CT,1,1,692183,551605,0.9674616297418595,0.9662803448867837
CT,1,3,18040,15093,0.02521444155742505,0.02643933475109222
CT,1,5,5240,4156,0.007323928700715481,0.007280320362124116
CT,2,1,25471,19669,0.0351143964751879,0.03339349107905339
CT,2,2,699901,569338,0.9648856035248121,0.9666065089209466
CT,3,3,697433,564031,0.9714647474157948,0.9704343487349776
CT,3,4,20486,17184,0.02853525258420518,0.02956565126502241
CT,4,4,726330,559395,1,1
CT,5,5,720860,568756,1,1
DE,1,1,989948,783543,1,1
FL,1,1,779463,613429,1,1
FL,2,1,29648,23888,0.03900970505884087,0.03901342801428054
FL,2,2,488556,394640,0.6428233089829688,0.6445185545694772
FL,2,5,241812,193774,0.3181669859581904,0.3164680174162423
FL,3,2,234991,190492,0.3047343263297948,0.30444962625440913
FL,3,3,433518,352459,0.5621824481866965,0.563309802091441
FL,3,5,54920,43223,0.0712197880005291,0.069080203869949
FL,3,11,47705,39519,0.061863437482979615,0.06316036778420088
FL,4,3,218245,166139,0.2826853979446714,0.2800465229960135
FL,4,4,206655,163791,0.2676732612992557,0.2760886971032693
FL,4,5,347142,263325,0.44964134075607287,0.4438647799007172
FL,5,4,661661,524148,0.862021525100675,0.8654491056523957
FL,5,5,105908,81489,0.13797847489932502,0.13455089434760426
FL,6,3,116319,92649,0.1494645596848265,0.14439112729154233
FL,6,4,10179,8206,0.013079546359853927,0.012788843814335786
FL,6,6,499298,414004,0.6415749423698149,0.6452147811979372
FL,6,11,152442,126794,0.1958809515855047,0.1976052476961847
FL,7,6,288516,237491,0.3799402664306822,0.3904348869668718
FL,7,7,470856,370782,0.6200597335693178,0.6095651130331282
FL,8,8,768902,633487,1,1
FL,9,7,14847,12130,0.01924445394979877,0.02037925918956743
FL,9,8,147,92,1.9053914801780958e-4,1.5456651652433667e-4
FL,9,9,549444,420382,0.7121808955339957,0.7062715364079749
FL,9,10,198300,155519,0.25703342212198393,0.26128293568856864
FL,9,15,8757,7090,0.0113506892462038,0.011911702197364642
FL,10,7,302144,251260,0.39811945270170557,0.4172132426930396
FL,10,8,14577,11507,0.01920735563847954,0.01910719089257664
FL,10,9,103270,79038,0.13607351422005776,0.13124134472646845
FL,10,10,338937,260429,0.44659967743975715,0.43243822168791535
FL,11,6,5028,3916,0.006399006295919679,0.006197899108458486
FL,11,9,4926,3989,0.00626919351903348,0.006313437064259679
FL,11,10,337365,254665,0.42935575955110233,0.4030612810152146
FL,11,11,268936,234944,0.34226793102614456,0.37184862311993633
FL,11,15,169492,134313,0.21570810960779996,0.21257875969213091
FL,12,11,348358,290151,0.4486588197717025,0.4585874007833022
FL,12,12,428085,342555,0.5513411802282975,0.5414125992166978
FL,13,12,231649,195942,0.3033615459261112,0.30345812354711266
FL,13,13,531958,449755,0.6966384540738888,0.6965418764528873
FL,14,12,6540,4913,0.008395896024402017,0.007838551056680718
FL,14,13,195500,164424,0.2509782374266964,0.26233379176545296
FL,14,14,519234,412225,0.6665802257391983,0.6576932036108709
FL,14,15,37372,28148,0.047977282297240395,0.04490932935954586
FL,14,16,20306,17064,0.0260683585124629,0.027225124207449575
FL,15,12,141508,110834,0.18573674912124577,0.18647056250399577
FL,15,14,270987,215021,0.3556847982737303,0.36175800584813034
FL,15,15,349379,268523,0.45857845260502395,0.4517714316478739
FL,16,14,20018,15162,0.02609207957184902,0.024980064715535023
FL,16,15,139800,109627,0.18221963853254536,0.1806153247968578
FL,16,16,607388,482175,0.7916882818956056,0.7944046104876071
FL,17,16,234376,200315,0.30248504520317226,0.30402072589188417
FL,17,17,480686,414467,0.6203720792168655,0.6290420497627814
FL,17,19,59773,44104,0.07714287557996219,0.0669372243453344
FL,18,9,298014,233713,0.39650717537832725,0.3960451910383873
FL,18,15,114062,90812,0.15175931814613663,0.15388812726967702
FL,18,17,299213,235648,0.39810244306131737,0.39932420181082734
FL,18,25,40309,29944,0.05363106341421877,0.050742479881108325
FL,19,19,751203,635691,0.9834211976692278,0.9834769814858649
FL,19,25,12664,10680,0.016578802330772243,0.016523018514135072
FL,20,18,42711,33669,0.0563535080589831,0.057367817521643494
FL,20,20,559474,427698,0.7381780470555949,0.7287445667638445
FL,20,21,60,37,7.91648634669988e-5,6.304343010783834e-5
FL,20,22,63540,50463,0.08383559041155174,0.0859827192846445
FL,20,23,92127,75030,0.12155368961040332,0.12784185299975975
FL,21,18,756005,618112,0.9801355326599483,0.9790058713870063
FL,21,20,13992,11999,0.018140166232998457,0.019004794358906944
FL,21,21,1330,1256,0.0017243011070531694,0.0019893342540867674
FL,22,20,47879,35932,0.06212025476583107,0.05729557000577229
FL,22,21,718143,587167,0.9317493288978095,0.9362703983518674
FL,22,22,4725,4035,0.006130416336359402,0.006434031642360325
FL,23,20,13354,10277,0.017211779384015757,0.016115071362936433
FL,23,21,71704,57225,0.09241825887011125,0.08973289469145056
FL,23,22,690806,570224,0.890369961745873,0.894152033945613
FL,24,20,52277,40212,0.06766495898191269,0.06533628396229174
FL,24,23,78350,64275,0.10141265826717026,0.10443374245688605
FL,24,24,550348,431992,0.7123452923040283,0.7018987362339186
FL,24,27,91611,78983,0.11857709044688876,0.12833123734690363
FL,25,20,82444,62663,0.10641972567657924,0.10254098333829705
FL,25,22,27208,21636,0.0351204198754108,0.0354048914911095
FL,25,23,601599,476095,0.7765513627104992,0.7790761607718515
FL,25,24,63455,50708,0.08190849173751075,0.08297796439874194
FL,26,19,24125,20822,0.03135649836621271,0.033428536108823355
FL,26,24,109350,88528,0.14212779673970402,0.14212666624925147
FL,26,25,610716,492926,0.7937788707241434,0.7913646426845578
FL,26,27,25187,20605,0.032736834169939874,0.03308015495736746
FL,27,24,15885,13633,0.020818780282904747,0.021612409736919285
FL,27,25,54337,45391,0.07121372768222822,0.07195840169944277
FL,27,26,69780,57151,0.09145322556758535,0.09060154249795893
FL,27,27,623011,514620,0.8165142664672816,0.815827646065679
FL,28,25,53216,44546,0.06898929950244112,0.07291005152445611
FL,28,26,718150,566426,0.9310107004975589,0.9270899484755439
GA,1,4,27775,23095,0.03639172299576926,0.03722574322538217
GA,1,5,682628,556174,0.8944017672423394,0.896470686842767
GA,1,11,28040,22262,0.03673893475432475,0.035883069741652215
GA,1,13,24780,18873,0.0324675750075666,0.030420500190198645
GA,2,6,62474,50399,0.08132136478894507,0.08436052117089371
GA,2,11,683270,530396,0.8894011735976965,0.887804976030424
GA,2,13,22492,16629,0.029277461613358396,0.027834502798682343
GA,3,4,552841,422532,0.7221827425755767,0.7185979472614563
GA,3,5,16364,13589,0.021376486909449075,0.023110740737591305
GA,3,6,196309,151874,0.25644077051497427,0.2582913120009524
GA,4,4,198425,145781,0.2617889117866689,0.2595699977743156
GA,4,6,17659,13099,0.023298124698202274,0.02332339194302248
GA,4,7,489093,364852,0.6452771789465908,0.6496363231693746
GA,4,10,52781,37893,0.0696357845685381,0.06747028711328734
GA,5,6,494989,379195,0.6467012278450913,0.6588611212949432
GA,5,7,193151,138910,0.2523510398402939,0.24135971824280533
GA,5,9,58132,42283,0.07594923478519897,0.07346780625196557
GA,5,11,19134,15143,0.024998497529415763,0.026311354210285805
GA,6,7,185954,138951,0.24100667209281829,0.23144381927024515
GA,6,9,562801,444136,0.7294212335336171,0.7397754036704277
GA,6,10,10195,7373,0.01321328404866947,0.012280842019701315
GA,6,14,12622,9906,0.01635881032489515,0.016499935039625827
GA,7,3,12941,9427,0.016888699801109817,0.01590289902747202
GA,7,9,143388,108269,0.18712903848864343,0.1826446350700507
GA,7,10,609923,475089,0.7959822617102468,0.8014524659024773
GA,8,2,671399,516902,0.8750286724150514,0.8748343507819997
GA,8,3,71439,55308,0.09310584813003722,0.09360640561083308
GA,8,8,24450,18647,0.031865479454911326,0.03155924360716721
GA,9,3,679127,518793,0.8852239562762895,0.8868650572504078
GA,9,13,88054,66181,0.11477604372371057,0.1131349427495923
GA,10,1,745725,574647,0.9758639777326743,0.9762863040578996
GA,10,12,18444,13958,0.024136022267325682,0.02371369594210039
GA,11,1,1784,1367,0.0023419664904503167,0.002354635289902628
GA,11,2,2776,2254,0.0036442258842433175,0.0038824783785226945
GA,11,8,691851,527444,0.9082353466281065,0.9085137204443319
GA,11,12,65342,49492,0.08577846099719988,0.08524916588724277
GA,12,1,7314,5478,0.009542497645035787,0.009317308967952404
GA,12,8,8877,7026,0.011581727043339169,0.011950239651119675
GA,12,10,101429,78296,0.13233333246354045,0.13317050437291006
GA,12,12,648846,497138,0.8465424428480846,0.8455619470080179
GA,13,11,47400,36045,0.06199806419546394,0.062248832996285274
GA,13,14,717140,543002,0.9380019358045361,0.9377511670037147
GA,14,5,84804,62488,0.11124024398242277,0.10921306054536621
GA,14,11,9715,7119,0.012743490522725782,0.012442193349482492
GA,14,13,667831,502559,0.8760162654948515,0.8783447461051513
HI,1,1,730890,588720,1,1
HI,2,1,3435,2786,0.0047419797040507685,0.004911977573454869
HI,2,2,720946,564399,0.9952580202959492,0.9950880224265451
ID,1,1,919703,692469,1,1
ID,2,1,35188,26817,0.03827266171635289,0.03921009575527356
ID,2,2,884215,657114,0.9617273382836471,0.9607899042447264
IL,1,1,516161,403633,0.6801391478511803,0.6804125970553827
IL,1,2,102100,79784,0.13453594323400161,0.1344935588603178
IL,1,3,76824,59340,0.10123006173368208,0.10003068012096733
IL,1,7,17655,14529,0.023263781369209584,0.024491839424966876
IL,1,11,18411,14136,0.02425995348561414,0.02382935109858433
IL,1,16,27754,21796,0.03657111232631225,0.036741973439780994
IL,2,1,20975,17331,0.027996903322254702,0.030022346562267224
IL,2,2,578405,444352,0.7720404703746713,0.769747258648466
IL,2,7,3916,3100,0.005226978470081021,0.005370104110728082
IL,2,15,87256,66675,0.11646711782057956,0.11550054567186932
IL,2,16,58638,45812,0.0782685300124134,0.07935974500666933
IL,3,4,327167,258595,0.43375374037644393,0.4387517221253232
IL,3,5,146482,117048,0.1942039245945412,0.19859243825798964
IL,3,6,116188,89746,0.15404053461033132,0.15226981207625537
IL,3,7,28478,21735,0.03775576087576183,0.03687723536956979
IL,3,8,120657,90958,0.15996547650771806,0.1543261824129436
IL,3,14,15297,11306,0.020280563035203623,0.019182609757918384
IL,4,1,9427,6930,0.012496354622338874,0.012283814611889952
IL,4,3,263039,197495,0.3486823616744877,0.3500709908766531
IL,4,4,356767,264752,0.4729274371006654,0.46928780463594355
IL,4,5,72442,55093,0.09602852673718816,0.09765543988641459
IL,4,6,14249,10138,0.01888835865213818,0.01797017496902458
IL,4,7,38456,29749,0.05097696121318169,0.0527317750200742
IL,5,4,539,431,7.146247490858372e-4,6.960571832778317e-4
IL,5,5,439631,367005,0.5828779092121626,0.5927064189069157
IL,5,6,102113,79303,0.13538492950538422,0.1280729067412573
IL,5,7,31119,29303,0.04125864112579252,0.04732381355357379
IL,5,8,8919,7098,0.011825117137470467,0.01146314126892355
IL,5,9,130306,102191,0.17276417913613934,0.1650366116388513
IL,5,10,41615,33871,0.05517459913396496,0.054701050707200556
IL,6,1,123762,99155,0.1636548282419027,0.1666389369257633
IL,6,3,313962,244417,0.41516295134600484,0.4107648534777297
IL,6,5,27396,20782,0.03622669053922178,0.03492602881540227
IL,6,6,176918,139319,0.23394486920784197,0.23413816805567458
IL,6,8,64559,50359,0.08536862733689658,0.0846328498274874
IL,6,11,49641,40997,0.06564203332813215,0.06889916289794279
IL,7,1,32912,24215,0.044124882856962824,0.04024571241475936
IL,7,3,22879,18540,0.03067371156066032,0.030813772792469073
IL,7,4,17276,14226,0.023161809559944388,0.023643836663735977
IL,7,5,41307,35871,0.05537999927602587,0.05961816849183701
IL,7,7,631509,508827,0.8466595967464066,0.8456785096371986
IL,8,5,4514,3671,0.006001063546929008,0.006273615779912467
IL,8,6,169676,130197,0.2255729859080032,0.22250230283227007
IL,8,8,502471,391316,0.6680018612071258,0.6687459091615982
IL,8,9,47863,38842,0.06363068332890189,0.06637967423681831
IL,8,10,4423,3692,0.0058800850837543205,0.006309504075030462
IL,8,14,23253,17431,0.030913320925285828,0.029788993914370527
IL,9,5,12212,10747,0.016184974162621085,0.017679476212410346
IL,9,6,109666,85002,0.14534403672764526,0.13983351977363953
IL,9,8,14455,11854,0.019157697471395986,0.0195005593209186
IL,9,9,533459,433533,0.7070111473810745,0.7131884582483385
IL,9,10,75024,58924,0.09943182947727516,0.09693360531683885
IL,9,14,9711,7820,0.012870314779987992,0.012864381127854181
IL,9,NA,0,0,0,0
IL,10,8,5123,4115,0.006795060549387874,0.007144729828509121
IL,10,9,34313,24734,0.04551218282864457,0.04294477462414207
IL,10,10,599441,456893,0.7950884034326794,0.7932872528644029
IL,10,14,115053,90207,0.15260435318928814,0.1566232426829459
IL,10,NA,0,0,0,0
IL,11,3,11878,9675,0.015762890456006432,0.016847974673184118
IL,11,6,43472,33672,0.05769021501124025,0.05863617604087397
IL,11,10,2514,1969,0.003336244031520473,0.0034288022874934916
IL,11,11,337729,256618,0.448188687558225,0.44687271986389276
IL,11,14,323182,246369,0.42888385783406896,0.4290251857630696
IL,11,16,34767,25950,0.04613810510893885,0.04518914137148609
IL,12,12,403531,315479,0.533306989419262,0.533095522544429
IL,12,15,353127,276308,0.4666930105807379,0.466904477455571
IL,13,12,268576,208222,0.3562450590788266,0.3493054052739208
IL,13,13,424088,340303,0.562519564721425,0.5708795292088783
IL,13,15,4099,3166,0.005437002923433629,0.005311162668196603
IL,13,18,57145,44412,0.07579837327631488,0.07450390284900428
