district_id,district,error
NC-6,3706,-0.722099736407273
NC-5,3705,-1.1965986708053649
NC-4,3704,-2.3866419429725028
NC-3,3703,0.4702370881052431
NC-2,3702,0.352746103173871
NC-14,3714,-2.76472094321894
NC-13,3713,-0.9695667180869307
NC-12,3712,2.7998799040911777
NC-1,3701,1.2204533070426038
NC-11,3711,-0.5020555554994104
NC-10,3710,0.4948902742924908
MT-2,3002,9.764960937461847
MT-1,3001,-3.6310341481621577
MS-4,2804,5.518200541444681
MS-3,2803,4.508920511566661
MS-2,2802,25.7492210969979
MS-1,2801,3.6313943947336327
MO-8,2908,-1.4768754018006014
MO-7,2907,0.07863965699337427
MO-6,2906,-1.8138639779070296
MO-5,2905,-0.7445378572578178
MO-4,2904,1.6880005487415914
MO-3,2903,-3.1460567158075783
MO-2,2902,-6.866496528635388
MO-1,2901,0.3963105977136365
MN-8,2708,-3.187328375585267
MN-7,2707,-0.6983612668128067
MN-6,2706,-2.3269109318758225
MN-5,2705,3.1888189867997596
MN-4,2704,0.6658675452641347
MN-3,2703,-2.4632491532230247
MN-2,2702,-3.0478610109276545
MN-1,2701,-0.7977402867006234
MI-9,2609,-4.633694271356781
MI-8,2608,-5.329423746383021
MI-7,2607,-2.1683725449347193
MI-6,2606,-2.3180644758823803
MI-5,2605,-3.589953177919668
MI-4,2604,-3.41155665453298
MI-3,2603,-7.458160694820812
MI-2,2602,-3.9967421554770333
MI-13,2613,-6.021333924269271
MI-12,2612,-0.7183852684700724
MI-1,2601,-4.4079743799271895
MI-11,2611,-0.5446884656478517
MI-10,2610,-5.347200907182653
ME-2,2302,-2.035801507517057
ME-1,2301,-0.9419637977596693
MD-8,2408,-4.575858258233467
MD-7,2407,-3.5676884899993127
MD-6,2406,0.49067067480361715
MD-5,2405,3.9680997514598033
MD-4,2404,-8.123486135611387
MD-3,2403,2.751905453905181
MD-2,2402,0.35008546364677784
MD-1,2401,0.6528135758033358
MA-9,2509,2.7510729488936505
MA-8,2508,-0.3946843058893563
MA-7,2507,-0.5010325141350052
MA-6,2506,0.3094085201439043
MA-5,2505,1.705471859052608
MA-3,2503,1.7446752198537396
MA-2,2502,1.2892877227833424
MA-1,2501,2.701766114727292
LA-6,2206,0
LA-5,2205,3.212560358098278
LA-3,2203,3.42318810833388
LA-2,2202,1.2694605918851067
LA-1,2201,0.8048783525032448
KY-6,2106,4.875606623149949
KY-5,2105,3.3626352015901126
KY-4,2104,-2.459720149879079
KY-3,2103,-2.1376640379612653
KY-2,2102,1.512401591423501
KY-1,2101,2.31189068723657
KS-4,2004,-3.0192137918441375
KS-3,2003,-3.4542378785729824
KS-2,2002,1.4050981667616043
KS-1,2001,-1.0447492957439763
IN-9,1809,-0.41179112520756433
IN-8,1808,-3.7621783890577554
IN-7,1807,0.24743746080291373
IN-6,1806,-3.114656565501793
IN-5,1805,-2.9215541375083873
IN-4,1804,-0.5011148445030713
IN-3,1803,-2.215344905096991
IN-2,1802,2.7373468085012505
IN-1,1801,1.2149701784724698
IL-9,1709,0.14042044571546342
IL-8,1708,-2.5283636140882138
IL-7,1707,0
IL-6,1706,2.4624614949905563
IL-5,1705,-0.7813194451441063
IL-4,1704,1.171534376899686
IL-3,1703,0.011887411759744282
IL-2,1702,4.612387630703395
IL-17,1717,-0.2717261745559938
IL-16,1716,1.1522941507253108
IL-15,1715,-0.6525985414243465
IL-14,1714,2.1486111639802488
IL-13,1713,-4.251118625784123
IL-12,1712,0.36708717658461865
IL-1,1701,2.9684112944159153
IL-11,1711,2.2463338728719293
IL-10,1710,-5.75762666897954
ID-2,1602,-2.8494872143963477
ID-1,1601,-3.479589126962537
IA-4,1904,1.2736159377541227
IA-3,1903,-0.02792113449535094
IA-2,1902,0.9630629787796039
IA-1,1901,0.43034853790874195
HI-2,1502,-1.5401888850087317
HI-1,1501,-5.936904097894882
GA-9,1309,-1.778226385136282
GA-8,1308,-0.6633496596029076
GA-7,1307,-0.25168234429354186
GA-6,1306,0.4849058172105458
GA-5,1305,-2.8531160923293157
GA-4,1304,-2.6126380865375864
GA-3,1303,-1.8950718022118274
GA-2,1302,-2.148494872224049
GA-14,1314,-7.827808005914431
GA-13,1313,-4.75324290194655
GA-12,1312,-2.087569034896049
GA-1,1301,-3.781741884571332
GA-11,1311,-3.1182977962929925
GA-10,1310,0.4621909751274842
FL-9,1209,7.322163875440907
FL-8,1208,0.4620202116221037
FL-7,1207,1.4362607308143112
FL-6,1206,0
FL-4,1204,4.831976918345127
FL-3,1203,-0.2962817371547999
FL-28,1228,7.780281686603097
FL-27,1227,5.116982011417974
FL-26,1226,9.400965576140454
FL-25,1225,6.581614029802942
FL-24,1224,4.3899298374290225
FL-23,1223,-0.8174292951503261
FL-22,1222,4.959153026165687
FL-2,1202,5.762595472200061
FL-21,1221,2.6701869072290663
FL-20,1220,3.1234668891203796
FL-19,1219,1.9908925708116705
FL-18,1218,0
FL-17,1217,-1.132289747461897
FL-16,1216,1.3887099067505702
FL-15,1215,5.247812392744997
FL-14,1214,2.9182620561245542
FL-13,1213,1.2631546386911694
FL-12,1212,1.4050250685259371
FL-1,1201,8.930613495539781
FL-11,1211,-0.5865905237859437
FL-10,1210,1.175354925676956
DE-1,1000,-1.2580611627040028
CT-5,0905,0.5026871098786074
CT-4,0904,-0.6268683756021005
CT-3,0903,-0.26635641297153967
CT-2,0902,-2.453764377242102
CT-1,0901,-0.556577408978697
CO-8,0808,-4.754575753393915
CO-7,0807,-8.258910686539785
CO-6,0806,-2.806753050476395
CO-5,0805,-7.881337659078781
CO-4,0804,-5.430517158606889
CO-3,0803,-3.64141320221205
CO-2,0802,-5.048696814183458
CO-1,0801,-6.755667425929985
CA-9,0609,-4.257985396167257
CA-8,0608,0.24555027033567
CA-7,0607,1.5074179217621406
CA-6,0606,3.052289813516836
CA-52,0652,4.4665115441327
CA-5,0605,-2.3887347404495927
CA-51,0651,3.1002266510049736
CA-50,0650,3.9928830693913113
CA-49,0649,0.7181039597480776
CA-48,0648,-4.554777037499768
CA-47,0647,4.423182984058279
CA-46,0646,7.525635857269769
CA-45,0645,-0.040365615618085826
CA-44,0644,5.124709029026093
CA-43,0643,5.597865834994025
CA-42,0642,3.987885829538058
CA-4,0604,0.8073663652464376
CA-41,0641,-4.677471593941469
CA-40,0640,2.5251667848732566
CA-39,0639,7.342754024667407
CA-38,0638,11.402284064801187
CA-37,0637,0
CA-36,0636,4.764238671106597
CA-35,0635,9.307899386320479
CA-34,0634,0
CA-33,0633,5.8193585591766706
CA-32,0632,3.898869573757267
CA-3,0603,-1.812132128693463
CA-31,0631,10.049669990218455
CA-30,0630,0
CA-29,0629,0
CA-28,0628,2.74274447080586
CA-27,0627,5.727259784081774
CA-26,0626,0.3589126117335866
CA-25,0625,0.023763711585473857
CA-24,0624,3.0725792620479027
CA-23,0623,-2.9026296944115515
CA-22,0622,3.755494984772291
CA-2,0602,1.3331724553469684
CA-21,0621,-1.3089673034640086
CA-20,0620,-2.6429456853856834
CA-19,0619,0.05522442662527283
CA-18,0618,5.428037021008663
CA-17,0617,3.1429439345937737
CA-16,0616,0
CA-15,0615,0
CA-14,0614,5.282683036196659
CA-13,0613,1.6127967519858757
CA-12,0612,-3.0329366205658204
CA-1,0601,-5.725883411272122
CA-11,0611,0.7433669129173239
CA-10,0610,-24.307739999999995
AZ-9,0409,0
AZ-8,0408,0
AZ-7,0407,1.7397184760221407
AZ-6,0406,-1.5113769157125674
AZ-5,0405,-9.760473457491806
AZ-4,0404,-4.6588050948303135
AZ-3,0403,-3.877189034044875
AZ-2,0402,4.011379322748574
AZ-1,0401,-4.609263021944919
AR-4,0504,0.37273328603222566
AR-3,0503,-3.0270284654811057
AR-2,0502,-0.5111793988455062
AR-1,0501,1.8041162865141125
AL-7,0107,2.209869680799116
AL-6,0106,0
AL-5,0105,3.411966262533383
AL-4,0104,3.7798757516531474
AL-3,0103,1.2509142237116464
AL-2,0102,0.17066028395891308
AL-1,0101,0
AK-1,0200,-17.428591227554996
