district_id,district,error
MI.1,2601,-2.0085631799271937
MI.10,2610,-2.6977937071826545
MI.11,2611,-0.13416716564785247
MI.12,2612,1.0564370315299385
MI.13,2613,-3.2167087242692816
MI.2,2602,-5.435759355477032
MI.3,2603,-3.8607719948208086
MI.4,2604,-3.1997926545329776
MI.5,2605,-4.337554277919665
MI.6,2606,-1.24822377588238
MI.7,2607,-0.27971254493471776
MI.8,2608,-3.026354346383023
MI.9,2609,-4.088101371356782
MN.1,2701,-0.2761271867006272
MN.2,2702,-1.1283507109276556
MN.3,2703,1.0494050467769753
MN.4,2704,1.232360545264143
MN.5,2705,1.2594177867997445
MN.6,2706,-4.159070931875817
MN.7,2707,-0.7222612668128043
MN.8,2708,-2.926766675585263
MO.1,2901,2.86138209771363
MO.2,2902,-2.786980328635387
MO.3,2903,-4.227818915807575
MO.4,2904,-1.2703836512584061
MO.5,2905,2.03724094274218
MO.6,2906,-0.8168272779070307
MO.7,2907,-4.199266643006624
MO.8,2908,-1.2513309018006034
MS.1,2801,2.009463194733634
MS.2,2802,24.476566996997903
MS.3,2803,2.819285411566664
MS.4,2804,2.3273772414446796
MT.1,3001,-2.5360754481621584
MT.2,3002,4.852666837461847
NC.1,3701,2.582893907042603
NC.10,3710,0.48192267429249114
NC.11,3711,-2.4229666554994083
NC.12,3712,1.1583446040911767
NC.13,3713,-0.9498081180869349
NC.14,3714,1.8705018567810612
NC.2,3702,-0.20558549682613148
NC.3,3703,-1.964805811894756
NC.4,3704,1.0911832570274953
NC.5,3705,-3.49963887080537
NC.6,3706,1.624178763592731
NC.7,3707,-2.241674342226574
NC.8,3708,-2.419875986337221
NC.9,3709,-3.0509086325311117
NE.1,3101,3.644063904348144
NE.2,3102,2.2058429250369898
NE.3,3103,4.0528020371510145
NH.1,3301,-3.7054090994832336
NH.2,3302,-2.1696536024510493
NJ.1,3401,-1.216844395476123
NJ.10,3410,1.205255064855777
NJ.11,3411,1.3844300605358981
NJ.12,3412,5.727999733341321
NJ.2,3402,2.272696429671761
NJ.3,3403,1.1360774179347715
NJ.4,3404,-0.8241102286950905
NJ.5,3405,2.3160441286170226
NJ.6,3406,0.5921829619727177
NJ.7,3407,1.7345597705627682
NJ.8,3408,0.38161131459710873
NJ.9,3409,6.101488354030835
NM.1,3501,-0.6328385234538771
NM.2,3502,-1.0821710488668614
NM.3,3503,0.4290632734197146
NV.1,3201,-3.427041499663197
NV.2,3202,-1.8337111082625128
NV.3,3203,-0.7167244238015087
NV.4,3204,1.9671986507047947
NY.1,3601,4.258455076925856
NY.10,3610,-0.9236614354737611
NY.11,3611,7.7782015891148575
NY.12,3612,0.5054148703801502
NY.13,3613,0
NY.14,3614,6.329675040208684
NY.15,3615,-0.32004919715505764
NY.16,3616,6.8999331911355455
NY.17,3617,2.7151425870827595
NY.18,3618,2.2003667458484273
NY.19,3619,1.975714835287782
NY.2,3602,7.380146858386233
NY.20,3620,1.3298236301193853
NY.21,3621,-2.6794879707783394
NY.22,3622,2.0853568992125346
NY.23,3623,3.9761140706276947
NY.24,3624,-0.861584317192623
NY.25,3625,2.971822702027538
NY.26,3626,-1.2724901453106128
NY.3,3603,6.0804787776838936
NY.4,3604,6.481484982395536
NY.5,3605,3.944930267970605
NY.6,3606,4.854482575612202
NY.7,3607,0.23669200429874593
NY.8,3608,4.228674971695355
NY.9,3609,0
OH.1,3901,-1.540386388821716
OH.10,3910,3.450830556231381
OH.11,3911,-6.487878216703038
OH.12,3912,-0.5816337926194137
OH.13,3913,-1.5581465372206722
OH.14,3914,-1.7902363879364103
OH.15,3915,-0.4210643547266244
OH.2,3902,-2.229946243187438
OH.3,3903,1.948995443363259
OH.4,3904,-3.9146578636117155
OH.5,3905,-1.7249081881492891
OH.6,3906,-1.9279969064372118
OH.7,3907,-3.859718876252977
OH.8,3908,-1.36131941835756
OH.9,3909,-5.710475443986589
OK.1,4001,-2.604289544557453
OK.2,4002,-4.356760771083199
OK.3,4003,-0.9441664341767293
OK.4,4004,-5.426344446325473
OK.5,4005,-2.987666690824774
OR.1,4101,1.8673973524054759
OR.2,4102,-0.6409560096234017
OR.3,4103,-0.28706204237033717
OR.4,4104,-2.772734325368205
OR.5,4105,2.204727059072603
OR.6,4106,0.6029944267774923
PA.1,4201,0.8846324928737985
PA.10,4210,-1.8903530443972585
PA.11,4211,-2.9672025687312953
PA.12,4212,2.420891832463603
PA.13,4213,0
PA.14,4214,0
PA.15,4215,-4.220880734707453
PA.16,4216,-4.437990121588108
PA.17,4217,-2.2413013483883972
PA.2,4202,-1.4339569274620487
PA.3,4203,0
PA.4,4204,-1.242165544623937
PA.5,4205,0.064271430942199
PA.6,4206,0.8650505264326469
PA.7,4207,-0.4817689764935551
PA.8,4208,-1.3999418119882066
PA.9,4209,-4.678973585666036
RI.1,4401,1.5692339268446034
RI.2,4402,-2.955681113499452
SC.1,4501,0.776756723133289
SC.2,4502,-1.3163673080153018
SC.3,4503,0
SC.4,4504,0
SC.5,4505,1.4257072815951304
SC.6,4506,4.5323688418952415
SC.7,4507,1.5534316758590734
TN.1,4701,1.1228138863343915
TN.2,4702,-1.8394026980344584
TN.3,4703,-1.8733001176831614
TN.4,4704,-0.16214395837905116
TN.5,4705,1.0470419689267416
TN.6,4706,-4.56084269613153
TN.7,4707,-0.16994874509887126
TN.8,4708,2.4479705453636527
TN.9,4709,0.14277310616604666
TX.1,4801,-0.12413576983093932
TX.10,4810,-0.9436178701743927
TX.11,4811,0
TX.12,4812,-2.115674260009847
TX.13,4813,-1.025126635847709
TX.14,4814,-0.6282874277805028
TX.15,4815,2.870268519783309
TX.16,4816,5.455636193407763
TX.17,4817,-0.5620699576119534
TX.18,4818,1.8553301947594747
TX.19,4819,0
TX.2,4802,-2.8562622154060584
TX.20,4820,-1.8611619411785654
TX.21,4821,-3.7771059123764132
TX.22,4822,0.9855564332402196
TX.23,4823,1.3929201474257624
TX.24,4824,-2.54189949900681
TX.25,4825,0
TX.26,4826,0
TX.27,4827,-2.9942091391142753
TX.28,4828,-1.6542678038215968
TX.29,4829,0.09522276116743456
TX.3,4803,-2.2093157310026754
TX.30,4830,1.4433534819063567
TX.31,4831,0
TX.32,4832,2.5029891664733697
TX.33,4833,2.3587518389733333
TX.34,4834,-1.4314892177331515
TX.35,4835,1.158826923910297
TX.36,4836,-1.7741809157303017
TX.37,4837,-2.3108998085941153
TX.38,4838,-1.5311441306798486
TX.4,4804,1.4100692977203018
TX.5,4805,-1.5643757465211792
TX.6,4806,0
TX.7,4807,3.3627954233088246
TX.8,4808,-1.12607684848113
TX.9,4809,0.5033195689452157
UT.1,4901,4.599131499288568
UT.2,4902,3.074357139815419
UT.3,4903,3.414559282708254
UT.4,4904,-0.6510084076305702
VA.1,5101,-2.666887871825061
VA.10,5110,2.1872779040425243
VA.11,5111,3.838430636195625
VA.2,5102,1.7374382367562617
VA.3,5103,1.0594779805648074
VA.4,5104,1.5970494817100302
VA.5,5105,0.30886546309915985
VA.6,5106,-2.078785458218263
VA.7,5107,-0.5857402947636743
VA.8,5108,1.849678591814552
VA.9,5109,-1.2968720559922673
WA.1,5301,1.4413920295395926
WA.10,5310,1.8922713612817574
WA.2,5302,0.2827066996218832
WA.3,5303,-6.258910393920807
WA.4,5304,3.237497495679758
WA.5,5305,-1.3952697145296398
WA.6,5306,-2.303695946244325
WA.7,5307,-2.083215652934868
WA.8,5308,0.61365909813059
WA.9,5309,-0.3221072827825253
WI.1,5501,-1.648436701223389
WI.2,5502,-1.289331184088141
WI.3,5503,-2.978551398096677
WI.4,5504,-0.9184764179762084
WI.5,5505,-1.7016339424314495
WI.6,5506,0
WI.7,5507,-4.026688939734086
WI.8,5508,0
WV.1,5401,-4.344169565893857
WV.2,5402,-6.743120507182503
